#
# Heading: Word freq-Wortschatz Liepzig
#
# Source:
https://wortschatz.uni-leipzig.de/en/download/Vietnamese
#   -> vie-vn_web_2015_1M-words.txt [vie-vn_web_2015_1M.tar.gz]
#
#
#term	freq_per_million
reading	freq per million
tranh chấp lãnh thổ	2
cố chấp	2
lấy tiếng	2
già nửa	2
đối xử bất công	2
thông thương	2
gặp trục trặc	2
mang bệnh	2
bần tăng	2
thí chủ	2
ép phê	2
nhị phân	2
khử từ	2
thuốc nam	2
da đen	2
cháy nắng	2
thêm một ngày nữa	2
trả đũa	2
ao hồ	2
buộc lòng phải	2
ngót nghét	2
cứ ngồi	2
nhường lại	2
rủa	2
giá trị nghệ thuật	2
gần bên	2
phòng tiếp khách	2
dính đến	2
của thiên hạ	2
chia hết cho	2
xuyên tâm	2
nguyên tắc căn bản	2
tổ chức tiệc tùng	2
hàm dưới	2
đường hoàng	2
sự khác lạ	2
bóng bẩy	2
tẹo	2
vững chãi	2
đếm lại	2
sẽ không thể nào	2
sinh hoạt phí	2
để ý kỹ	2
cặp lồng	2
người ốm	2
ăn nhập	2
điền vào	2
chương trình chính	2
khăn choàng	2
việc phân chia	2
hành vi sai trái	2
vi phạm quyền lợi	2
huỳnh quang	2
ẩm độ	2
sự suy nghĩ	2
bến nước	2
sững	2
dãy hàng	2
rau húng	2
nên chăng	2
bỏ phiếu tín nhiệm	2
cãi	2
nói leo	2
làm rẫy	2
hỡi	2
tay đôi	2
thế công	2
trọng pháo	2
tán thán	2
thống khổ	2
cực khổ	2
dè sẻn	2
cười duyên	2
nào ngờ	2
tấm thảm	2
sáu năm nay	2
đương triều	2
nàng dâu	2
đanh đá	2
sức chứa	2
tổng kiểm tra	2
yết hầu	2
đề đốc	2
ghế mây	2
pháp thuộc	2
tòa lâu đài	2
xâu chuỗi	2
bị thất nghiệp	2
khắp mọi nơi	2
lập dị	2
thặng	2
Nam Hàn	2
đi rửa	2
nấm hương	2
ngữ điệu	2
rụng trứng	2
tam giáp	2
anh con nhà bác	2
đi biệt	2
bỏ nhà	2
chung đụng	2
cổng ngõ	2
pha tạp	2
quả đấm	2
súng đạn	2
độ trước	2
đứa con trai	2
xe lam	2
quốc hữu hóa	2
ốm nặng	2
bãi chức	2
tập sự	2
trợ giáo	2
hầm mộ	2
quốc sử	2
tái ngộ	2
nện	2
tịch liêu	2
xệch	2
khốn khổ	2
quát tháo	2
lôi đình	2
mũ phớt	2
muốn vậy	2
đại khoa	2
biếu không	2
tung tích	2
phá giải	2
cơm nguội	2
làm mẻ	2
tinh ý	2
đi thêm	2
lạnh như tiền	2
mười chín	2
mắc màn	2
tiểu tử	2
lão già	2
mất thăng bằng	2
ngọt dịu	2
ngâu	2
cháu trai	2
dưa hành	2
đồ nhắm	2
múc	2
thảo ra	2
ngân hàng máu	2
riu	2
liu	2
khán	2
thỏa ước	2
bộ đồng phục	2
dài dằng dặc	2
càng sớm càng tốt	2
rón rén	2
tiếp viện	2
nắng đẹp	2
mưa đá	2
kiệm	2
mùa bão	2
xua	2
ngờ vực	2
biến số	2
sớm muộn	2
người Áo	2
loạn luân	2
hạ áp	2
cộp	2
khốn cùng	2
giả trang	2
đổ gục	2
dân khí	2
cắt tóc ngắn	2
đuôi sam	2
khoa học và kỹ thuật	2
hệ thống cửa sổ	2
trích đoạn	2
xa xỉ phẩm	2
đỗi	2
ăn xổi	2
mỗi giây	2
tụ hội	2
thỏi	2
cho đến gần đây	2
bị hiếp dâm	2
bổn	2
xương đùi	2
co kéo	2
xiết	2
hành văn	2
nước Nhật	2
vay nợ	2
nhà xe	2
thử lòng	2
đảng xã hội	2
đăng báo	2
cầu khuẩn	2
đức dục	2
bán sỉ	2
đeo đẳng	2
cũng ngon	2
đi qua đi lại	2
ác hiểm	2
đại bàng	2
đóng chốt	2
đinh vít	2
è cổ	2
cương trực	2
nộp mình	2
biển thủ	2
bị cáo buộc	2
sắt son	2
cuống họng	2
đoàn tụ gia đình	2
thú vui	2
mũi khoan	2
sợ hết hồn	2
chim xanh	2
đổ mưa	2
màu mè	2
tả xung hữu đột	2
phương pháp khoa học	2
trinh thám	2
lối viết	2
một mai	2
khiêm nhường	2
lùa	2
sực tỉnh	2
nguyên vị	2
lon bia	2
kéo ra	2
phá phách	2
trí dũng	2
vỡ lẽ	2
an phận thủ thường	2
ủy thác	2
bụi phóng xạ	2
nhà chứa	2
bưu kiện	2
đăm đăm	2
ít nữa	2
bóng ác	2
nhè nhẹ	2
một phần tư	2
nhậu nhẹt	2
một điều quan trọng nữa là	2
vương vãi	2
triền miên	2
thoát khỏi tình trạng	2
khẳng khiu	2
trả lời cho câu hỏi	2
phóng xạ nguyên tử	2
lược khảo	2
phịch	2
lạc đường	2
trét	2
chọn ngày	2
nhảy tót	2
lơ đễnh	2
lông lá	2
thò đầu ra	2
thiếu phụ	2
bận việc	2
cho đang	2
mạng sống	2
đèn lồng	2
bí ngô	2
thụ hưởng	2
hầu bàn	2
xanh ngắt	2
vọng gác	2
thời chiến quốc	2
chức quyền	2
nhợt	2
ăn mặc sang trọng	2
chắn ngang	2
bao cát	2
ô trọc	2
nữ lưu	2
chả viên	2
trí dục	2
nước độc	2
giáo khoa	2
suy nghĩ lại	2
công tâm	2
mong mỏi	2
mống mắt	2
đông phong	2
mộng hồn	2
quết	2
chanh chua	2
đậu nành	2
nói hết	2
lảng vảng	2
quỷ quyệt	2
tồn trữ	2
phụ gia	2
tướng lãnh	2
trạm xá	2
đuối sức	2
tinh anh	2
nhà nghèo	2
đen thui	2
trắng trẻo	2
thằng bé	2
oán giận	2
lúc nào cũng được	2
dành ra	2
nít	2
cây bông	2
hạn dùng	2
hài nhi	2
mật vụ	2
đùa với	2
trượt băng	2
bên tay trái	2
xuống xe	2
trường mẹ	2
không phải cho	2
đồng môn	2
hun khói	2
súc tích	2
bịt mũi	2
vợ cũ	2
nhà trên	2
tối hôm nay	2
bõ công	2
cưới xin	2
tác thành	2
mỗi buổi sáng	2
bốn chân	2
nhọc	2
đồi trụy	2
mồ côi cha	2
trong điện thoại	2
địa nhiệt	2
công tước	2
minh triết	2
hu hu	2
đôi cánh	2
chẳng biết làm gì	2
nhanh nhảu	2
bậy bạ	2
suôn sẻ	2
nghiệm ra	2
trừ bữa	2
con đầu lòng	2
ba phải	2
ấp úng	2
che phủ	2
bằng kim loại	2
sóng sánh	2
vi phạm nhân quyền	2
y nguyên	2
điện động	2
kết tội	2
bồi thẩm đoàn	2
nổ bom	2
phao tin	2
can tội	2
chừng như	2
khép cửa lại	2
choang choảng	2
làm thử	2
ái tình	2
hiếu thảo	2
tái thiết	2
nức tiếng	2
máy tiện	2
em vợ	2
liệt giường	2
đổ bệnh	2
may sao	2
ván khuôn	2
bán tự động	2
quang kế	2
nhà chế tạo	2
thuộc bài	2
thẳng hàng	2
tàu vũ trụ	2
mầy	2
niềm nở	2
người lớn tuổi	2
mầu sắc	2
mát dịu	2
ban mai	2
ngọc thạch	2
mẫu đơn	2
già dặn	2
xếp vào loại	2
cảnh trí	2
ngành khoa học	2
đê điều	2
nọc độc	2
rắn độc	2
mệt mõi	2
hiếu chiến	2
xúc xích	2
rui	2
nguồn cơn	2
mất gốc	2
hậu cứ	2
quyền lực chính trị	2
xa xăm	2
chim chóc	2
vải bông	2
mành	2
đại tài	2
đũa cả	2
nội thị	2
hầm hố	2
tan tác	2
nếm mùi	2
vừa miệng	2
ăn cơm nhà	2
cái lúc	2
vết bỏng	2
trôi sông	2
chua chát	2
thăng chức	2
chiến tranh du kích	2
tiền mất tật mang	2
sứ giả	2
ngọc ngà	2
ổn cố	2
uy danh	2
ngục thất	2
sức vóc	2
hương ước	2
kịp nhu cầu	2
hú	2
người ủng hộ	2
quang năng	2
ẩu đả	2
sinh bệnh học	2
môn đệ	2
tỷ như	2
một số các	2
chạy tới	2
chạy thoát	2
đói cồn cào	2
đánh bạn	2
mặc đồng phục	2
đau ốm	2
sự phóng túng	2
sóng tình	2
gán nợ	2
bển	2
cái tội	2
tự mãn	2
lý lẽ	2
cộc	2
thông phong	2
tí teo	2
hộ pháp	2
vai trò của chính phủ	2
cất giấu	2
dễ tiêu	2
êm ấm	2
người cho vay	2
chủ ý	2
rơi vãi	2
dao hai lưỡi	2
cửu	2
đo đếm	2
làm bằng thép	2
lưỡi dao	2
xoèn xoẹt	2
lược đồ	2
bả vai	2
nhỏ dại	2
vì em	2
có sao không	2
hải âu	2
thời tiết xấu	2
khách qua đường	2
bảnh bao	2
bình phương	2
chính diện	2
tơ hồng	2
quân sư	2
bất chấp nguy hiểm	2
mũi hếch	2
nhếch	2
trước mắt mình	2
kéo lưới	2
đào sâu	2
khịt mũi	2
chuyển bánh	2
thiền định	2
quỵ	2
cuống cuồng	2
tàu hàng	2
tuyệt thực	2
bào chữa	2
phục tùng	2
huýt còi	2
hợp thời trang	2
biến ảo	2
băng cướp	2
hiểm trở	2
xã hội loài người	2
da thuộc	2
ồ	2
cách điện	2
nái	2
sẵn sàng hy sinh	2
nao nao	2
thành sự thật	2
từ lâu nay	2
rạo rực	2
lập phương	2
người anh em	2
kẻ tấn công	2
co quắp	2
bủn	2
bỏ tiền	2
xum họp	2
gốc từ	2
loài vật	2
đấu thủ	2
canh giữ	2
gay	2
lằn	2
căn cứ quân sự	2
thu hình	2
cuộc thanh tra	2
ấm trà	2
đàn bà con gái	2
xệch xạc	2
dọn vào	2
xiêu vẹo	2
dừng bước	2
san phẳng	2
đại bại	2
tiệm bán	2
quốc gia đang phát triển	2
chia xẻ	2
hôi tanh	2
phi pháp	2
tiền tiêu	2
cả tháng	2
đốc học	2
tình thâm	2
bơm tiêm	2
trẩy hội	2
bát hương	2
khăn lau	2
liếc xéo	2
đáp lễ	2
chủ quyền trên	2
luật quốc tế	2
ì ạch	2
vi vu	2
bảng lảng	2
nhiễm xạ	2
chương trình huấn luyện	2
khúc uốn	2
ngộ nạn	2
lễ bái	2
bình tình	2
quốc sách	2
tên húy	2
phóng vào	2
ban tối	2
cung cách	2
yết	2
kể tội	2
kết liên	2
mênh mang	2
tinh tươm	2
nguồn sáng	2
tu dưỡng	2
lắp ghép	2
vi trùng	2
sững sờ	2
đằng đẵng	2
thuyền nan	2
hào phóng	2
đỏ mọng	2
lời an ủi	2
ngoại văn	2
đôi nam	2
lãnh đạo doanh nghiệp	2
sức nặng	2
mưa nguồn	2
ắng	2
tào lao	2
nghĩ vậy	2
tập trung tư tưởng	2
tàn ác	2
tiểu xảo	2
nằng nặc	2
phù nề	2
sung huyết	2
ngày càng sâu đậm	2
mướp	2
nhào nặn	2
số mũ	2
mẹ kế	2
chim ưng	2
trời cao	2
bài diễn văn	2
sinh khí	2
xao lãng	2
quảng giao	2
tập đọc	2
không thể được	2
làm ơn	2
tém	2
mái bằng	2
hạng bét	2
bạn cũ	2
để tặng	2
tiền cho vay	2
có khiếu	2
hải sâm	2
hải mã	2
dạ xoa	2
la sát	2
ngục tốt	2
mười tám	2
kim băng	2
dúm	2
lèo tèo	2
mẹt	2
phiền não	2
học mót	2
lẽ thường tình	2
vú sữa	2
chôn rau cắt rốn	2
ống nghiệm	2
gốc ghép	2
thanh tú	2
không khéo	2
bộ máy nhà nước	2
quần bò	2
cả thẹn	2
vết trầy	2
kếch xù	2
cận vệ	2
luyện tập thể dục	2
Cựu Ước	2
Kinh Thánh	2
vượt cạn	2
kiến vàng	2
hoạt thạch	2
quì	2
nghi binh	2
phá cách	2
vén	2
beo	2
hiền triết	2
kiện tụng	2
đánh ghen	2
kiện cáo	2
đăng bộ	2
theo luật lệ	2
dưỡng sức	2
lòng can đảm	2
giá cố định	2
cầy cấy	2
trung đoạn	2
có ý muốn	2
tứ diện	2
hoa anh đào	2
Bộ Quốc Phòng	2
ý nghĩa lịch sử	2
to tướng	2
lèn	2
lánh nạn	2
la mắng	2
dòm ngó	2
không có ở đó	2
lo liệu	2
ngồi chờ	2
e dè	2
bần cùng hóa	2
gieo mình	2
phụ lòng	2
chương trình trung học	2
dâm ô	2
không biết làm gì	2
mất mạng	2
đấu sĩ	2
nhi khoa	2
chiếc giày	2
ăn hiếp	2
nhất nguyên	2
đồ hộp	2
sách nhiễu	2
vòi vĩnh	2
thơm phức	2
béo ngậy	2
gỗ cây	2
ngu đần	2
siêu phàm	2
ẵm	2
chương trình dài hạn	2
thuốc viên	2
phẩm hạnh	2
khô héo	2
cồng kềnh	2
không lâu sau đó	2
phòng đôi	2
nắn nót	2
như anh em	2
mao dẫn	2
nhấn ga	2
lọc lõi	2
chục triệu	2
cá trắm	2
anh vũ	2
khó nói	2
dân thường	2
dã thú	2
của riêng họ	2
xối	2
sàn nhà	2
sạch nước	2
giẻ lau	2
ga ra	2
mưu tính	2
không có nhà	2
lầu xanh	2
nhảy bổ	2
y như vậy	2
việc điều tra	2
thăm nom	2
mồng một	2
dịch ra	2
công thành	2
phát lương	2
có liên quan với	2
trạng nguyên	2
đôi nam nữ	2
cảm thấy đau	2
không nở	2
nhột	2
u uất	2
một lúc lâu	2
lựu đạn	2
thuần thục	2
không bao lâu	2
khét	2
xung khắc	2
khuất bóng	2
toàn vẹn	2
lần chót	2
đào lên	2
khô mực	2
vũng lầy	2
khó khăn kinh tế	2
khỏi phải	2
ngút trời	2
thợ điện	2
năng lượng gió	2
năng lượng điện	2
đường ray	2
nhấn chìm	2
xà lan	2
nhà hàng nổi	2
một bó hoa	2
khoa học nghiên cứu	2
thuyền đánh cá	2
máy kéo	2
từng thứ một	2
thảo lư	2
băng vệ sinh	2
làm mẫu	2
hết hơi	2
muộn màng	2
sám hối	2
thường sơn	2
cửa tiệm	2
mỉm	2
người Bắc	2
bốn bức tường	2
bồ hòn	2
củ ấu	2
ngoại lai	2
tum	2
thức giả	2
hoàng thân	2
thiên đô	2
con rể	2
tàu điện	2
đoán đúng	2
tham dự đại hội	2
tàu thăm dò	2
mẫu đất	2
tạnh mưa	2
công tắc	2
in thử	2
tái sản xuất	2
uy nghi	2
đón rước	2
sửa sang	2
hồn phách	2
sinh sôi nảy nở	2
bao xa	2
đêm sau	2
bị kẹt xe	2
người tài xế	2
ngã nhào	2
quay sang	2
bán lỗ	2
cong queo	2
cất rượu	2
đất nung	2
nước Áo	2
chân lông	2
dao cạo râu	2
rỉ tai	2
nghe như	2
bế quan tỏa cảng	2
mở cửa ra	2
túng thiếu	2
trọng bệnh	2
diêm dúa	2
lắp vào	2
dốt nát	2
vân vê	2
chăn nuôi bò sữa	2
băng hà	2
túi áo	2
đánh lui	2
nổi cộm	2
có mang	2
theo dự kiến	2
phừng phừng	2
trục cam	2
chạy sang	2
thường phục	2
lên cơn	2
ghét cay ghét đắng	2
sồi	2
tỉa cành	2
coi sóc	2
nông trang	2
thời bình	2
nhà ngoài	2
đánh trứng	2
góc phố	2
da người	2
bật mở	2
xoay sở	2
liên đới	2
tương ớt	2
mắm ruốc	2
thế kia	2
phác tính	2
lấm tấm	2
dưa gang	2
cải tổ	2
chích thuốc	2
đột kích	2
niêm phong	2
phúc khảo	2
ra vẻ	2
bộc phát	2
tiếng la hét	2
mang tính cách	2
thở hổn hển	2
vớ vẩn	2
méo xẹo	2
mặt mũi	2
nước vôi	2
náo	2
khăn lau tay	2
khanh	2
cuồng tín	2
đêm thứ hai	2
bay liệng	2
dắt mũi	2
khăn ăn	2
vật chứng	2
tửu sắc	2
say đắm	2
cương mục	2
rụt	2
tháp ngà	2
chức trách	2
dậy mùi	2
ngoài miệng	2
càng lúc càng	2
bưu cục	2
mặt ngoài	2
bình thủy	2
xanh lam	2
âm phủ	2
huýt sáo	2
hằm hằm	2
khách quý	2
lễ bế giảng	2
hiệp định khung	2
quang vinh	2
khách lạ	2
thắng thế	2
sơ khởi	2
như chúng ta đều biết	2
giá lạnh	2
việc tìm ra	2
trình độ kỹ thuật	2
tự miễn dịch	2
chân răng	2
cành ghép	2
hoàn toàn ngược lại	2
nhà tiếp thị	2
lật mặt	2
tâm thất	2
kẻo	2
keng	2
làm mịn	2
đường đời	2
lính dù	2
xúi giục	2
căn cơ	2
lời thề	2
tận thế	2
người Ả Rập	2
binh pháp	2
vài tiếng	2
bình phẩm	2
cái nghề	2
im lìm	2
hợp tấu	2
dịch vụ trực tuyến	2
vung tay quá trán	2
sủng ái	2
trời xanh	2
vực sâu	2
huyện đội	2
đoạt huy chương	2
rối ren	2
tranh giành quyền lực	2
hương sen	2
phẫn nộ	2
sục sôi	2
oi nồng	2
danh hài	2
chầu văn	2
huấn luận	2
cao thế	2
vừa tay	2
công ty nội địa	2
những người thường	2
lang vườn	2
lo âu	2
dân chủ hóa	2
mất công	2
giờ tan sở	2
binh khí	2
đả thương	2
ngoại ô thành phố	2
ổ chuột	2
hoàn công	2
thề sống thề chết	2
kiêu hùng	2
tỏ lộ	2
sang sảng	2
nấp	2
cỗ xe	2
chịu trận	2
lịnh	2
giám đốc ngân hàng	2
hô hoán	2
no nê	2
trưa hôm nay	2
lắm lắm	2
bẽ bàng	2
hầu kiện	2
vị tha	2
éc	2
hao phí	2
cô chiêu	2
cậu ấm	2
chẳng cần phải	2
cô đồng	2
bất định	2
từ trước tới nay	2
lo đến	2
cảm thấy khó chịu	2
mức nghèo đói	2
đẹp đôi	2
nhắm hướng	2
sách đỏ	2
sông núi	2
hơn ai hết	2
bác sĩ nhi	2
cây nhang	2
cái khác	2
chật cứng	2
hôm khác	2
gài	2
dẫn dụ	2
cặm cụi	2
nưa	2
thượng viện	2
nia	2
dẹp lép	2
khấn	2
việc chế tạo	2
nhằn	2
yếm thế	2
nhà doanh nghiệp	2
hổ khẩu	2
ngữ học	2
thám	2
hệ thống tiền tệ	2
quyền lao động	2
đả thông	2
tội danh	2
đường cấm	2
tướng lĩnh	2
làng xã	2
tái lập	2
hồi đầu năm nay	2
khai trường	2
bị tù	2
kêu gọi nhân dân	2
hiếu khí	2
tiến cử	2
thủ hiến	2
ra trận	2
vị lai	2
nhét vào	2
ốm yếu	2
giấy nháp	2
tráng kiện	2
đom đóm	2
lập lòe	2
biển mênh mông	2
tiếp giáp	2
tam thức	2
nhị thức	2
ngứa tiết	2
dung thứ	2
nhạo	2
khuất nẻo	2
chất kết dính	2
xoi	2
suốt đêm	2
nhỡ	2
hệ thức	2
hỏa táng	2
nghinh	2
thiên chức	2
buốt	2
lộng quyền	2
nghe thêm	2
lẻn	2
văn phái	2
người trung gian	2
lấm chấm	2
cỗ áo	2
nhụy	2
đài hoa	2
hãm	2
nội nhân	2
quý nhân	2
phà	2
vương vấn	2
xòe ra	2
nhạn	2
thượng thặng	2
khó đoán	2
nhà đạo diễn	2
trường ca	2
dũng sĩ	2
chiếu luật	2
ái ngại	2
diệu vợi	2
ngủ say	2
ngoại cảnh	2
mập	2
hội thánh	2
trong thế kỷ thứ	2
gợi hình	2
xao xuyến	2
góp nhặt	2
máy chữ	2
ngũ niên	2
gom vào	2
lân bang	2
xo	2
thành viên sáng lập	2
hai tuần lễ	2
người ngay	2
vàng lá	2
Á Châu	2
cùng nhau làm việc	2
đấu bò	2
ếp	2
thiên phú	2
siêu vi trùng	2
vùng ngoại ô	2
ĐTDĐ	2
thị trường quốc tế	2
sự phẫn nộ	2
tây y	2
kháng viêm	2
bọ cạp	2
nọc	2
quý tướng	2
câu nệ	2
đường cùng	2
nhiễm bệnh	2
bị nhiễm bệnh	2
lúa thu	2
lâm sản	2
quá khổ	2
truy tặng	2
hậu sản	2
kiến bò	2
chen chân	2
sông ngòi	2
phụ tải	2
trung áp	2
công xuất	2
quang tử	2
hệ thống dây chuyền	2
mở mang	2
nội sinh	2
bài bạc	2
rủ rê	2
ngay bên cạnh	2
ông ngoại	2
mở hàng	2
gạch gạch	2
tiệm cận	2
đưa ra kết quả	2
nghiên cứu lại	2
tội giết người	2
kiêu hãnh	2
hốt hoảng	2
thủy văn	2
phép tắc	2
mật ngữ	2
nhạc công	2
tào phở	2
thành ý	2
sự chọn lựa	2
ê hề	2
nhộn nhạo	2
ngoài phố	2
tất cả các phe	2
bắn hạ	2
người dẫn đầu	2
oan trái	2
động tình	2
kết thân	2
VC	2
thắt nút	2
ước mong	2
phát khởi	2
bạn quen	2
bộ dụng cụ	2
tao biết	2
chôn giấu	2
sự êm ái	2
học đi học lại	2
phung phí	2
phạm vi hoạt động	2
ủy viên hội	2
hầu như ngày nào cũng	2
phòng thương mại	2
cười xòa	2
gợi tình	2
số hóa	2
sự thiếu hụt	2
hữu hạn	2
theo thói quen	2
giao tiền	2
không đồng bộ	2
lên giá	2
buông tha	2
lòi	2
tu bổ	2
nhớp nháp	2
phó giáo sư	2
ngữ khí	2
thò tay vào trong	2
nút áo	2
ước tính thiệt hại	2
máy biến thế	2
cướp lấy	2
bày biện	2
quét tước	2
huyện lỵ	2
nằm vùng	2
xa giá	2
vữa	2
nhãi	2
quỉ	2
ngạo mạn	2
nối đuôi	2
sọt	2
ve chai	2
tháng tám	2
lục lăng	2
dán mắt	2
cầm được	2
điệu hát	2
ngu ngơ	2
sáo mòn	2
thi văn	2
hợp kim nhôm	2
đi trễ	2
không thành vấn đề	2
hai chân	2
đơn vị bầu cử	2
lạnh ngắt	2
cảng vụ	2
sum sê	2
vừa lúc	2
cho mọi người biết	2
khăng khít	2
còng lưng	2
kiếm củi	2
thoát ly	2
bên có	2
